timestamp,sensor_id,sensor_type,value,factory,line,status
2026-04-26 11:59:23.496415,sensor_0706,pressure,132.79,Factory-C,Line-3,WARN
2026-04-26 11:59:24.496415,sensor_0470,humidity,47.83,Factory-D,Line-3,OK
2026-04-26 11:59:25.496415,sensor_0176,vibration,27.28,Factory-B,Line-1,OK
2026-04-26 11:59:26.496415,sensor_0410,humidity,94.67,Factory-B,Line-1,ERROR
2026-04-26 11:59:27.496415,sensor_0923,humidity,67.22,Factory-A,Line-3,OK
2026-04-26 11:59:28.496415,sensor_0717,vibration,6.63,Factory-C,Line-3,OK
2026-04-26 11:59:29.496415,sensor_0266,humidity,46.22,Factory-B,Line-4,OK
2026-04-26 11:59:30.496415,sensor_0289,temperature,111.61,Factory-B,Line-1,ERROR
2026-04-26 11:59:31.496415,sensor_0527,humidity,51.64,Factory-B,Line-4,OK
2026-04-26 11:59:32.496415,sensor_0438,vibration,40.07,Factory-D,Line-1,OK
2026-04-26 11:59:33.496415,sensor_0992,temperature,87.03,Factory-A,Line-3,WARN
2026-04-26 11:59:34.496415,sensor_0702,temperature,40.1,Factory-B,Line-3,OK
2026-04-26 11:59:35.496415,sensor_0071,temperature,79.34,Factory-B,Line-2,WARN
2026-04-26 11:59:36.496415,sensor_0256,humidity,59.31,Factory-A,Line-4,OK
2026-04-26 11:59:37.496415,sensor_0379,vibration,30.62,Factory-C,Line-4,OK
2026-04-26 11:59:38.496415,sensor_0016,humidity,62.46,Factory-A,Line-3,OK
2026-04-26 11:59:39.496415,sensor_0610,temperature,66.41,Factory-C,Line-4,OK
2026-04-26 11:59:40.496415,sensor_0283,humidity,50.31,Factory-A,Line-1,OK
2026-04-26 11:59:41.496415,sensor_0165,humidity,65.76,Factory-D,Line-1,OK
2026-04-26 11:59:42.496415,sensor_0531,vibration,24.37,Factory-B,Line-2,OK
2026-04-26 11:59:43.496415,sensor_0701,temperature,26.72,Factory-C,Line-4,OK
2026-04-26 11:59:44.496415,sensor_0668,temperature,70.26,Factory-B,Line-1,WARN
2026-04-26 11:59:45.496415,sensor_0635,humidity,74.25,Factory-B,Line-4,WARN
2026-04-26 11:59:46.496415,sensor_0091,humidity,47.61,Factory-C,Line-4,OK
2026-04-26 11:59:47.496415,sensor_0777,temperature,79.88,Factory-B,Line-3,WARN
2026-04-26 11:59:48.496415,sensor_0451,pressure,68.3,Factory-B,Line-3,OK
2026-04-26 11:59:49.496415,sensor_0199,temperature,122.02,Factory-B,Line-4,ERROR
2026-04-26 11:59:50.496415,sensor_0596,vibration,54.38,Factory-C,Line-1,OK
2026-04-26 11:59:51.496415,sensor_0479,temperature,99.33,Factory-C,Line-3,WARN
2026-04-26 11:59:52.496415,sensor_0444,pressure,91.36,Factory-B,Line-4,WARN
2026-04-26 11:59:53.496415,sensor_0678,humidity,66.84,Factory-C,Line-1,OK
2026-04-26 11:59:54.496415,sensor_0533,vibration,20.63,Factory-C,Line-2,OK
2026-04-26 11:59:55.496415,sensor_0321,humidity,39.1,Factory-C,Line-4,OK
2026-04-26 11:59:56.496415,sensor_0532,pressure,77.19,Factory-B,Line-3,WARN
2026-04-26 11:59:57.496415,sensor_0534,pressure,73.54,Factory-B,Line-1,WARN
2026-04-26 11:59:58.496415,sensor_0938,pressure,159.3,Factory-B,Line-1,ERROR
2026-04-26 11:59:59.496415,sensor_0769,humidity,28.82,Factory-B,Line-1,OK
2026-04-26 12:00:00.496415,sensor_0902,vibration,10.5,Factory-C,Line-1,OK
2026-04-26 12:00:01.496415,sensor_0972,temperature,55.5,Factory-A,Line-2,OK
2026-04-26 12:00:02.496415,sensor_0487,temperature,46.82,Factory-D,Line-2,OK
2026-04-26 12:00:03.496415,sensor_0650,humidity,50.46,Factory-C,Line-3,OK
2026-04-26 12:00:04.496415,sensor_0214,temperature,109.44,Factory-C,Line-3,ERROR
2026-04-26 12:00:05.496415,sensor_0456,pressure,179.93,Factory-D,Line-2,ERROR
2026-04-26 12:00:06.496415,sensor_0501,vibration,62.93,Factory-A,Line-4,ERROR
2026-04-26 12:00:07.496415,sensor_0867,humidity,83.91,Factory-A,Line-2,ERROR
2026-04-26 12:00:08.496415,sensor_0338,humidity,28.22,Factory-A,Line-4,OK
2026-04-26 12:00:09.496415,sensor_0341,pressure,174.47,Factory-C,Line-3,ERROR
2026-04-26 12:00:10.496415,sensor_0495,pressure,133.04,Factory-C,Line-1,WARN
2026-04-26 12:00:11.496415,sensor_0402,humidity,51.64,Factory-D,Line-1,OK
2026-04-26 12:00:12.496415,sensor_0836,temperature,79.45,Factory-D,Line-4,WARN
2026-04-26 12:00:13.496415,sensor_0486,vibration,36.24,Factory-A,Line-1,OK
2026-04-26 12:00:14.496415,sensor_0437,vibration,16.53,Factory-D,Line-4,OK
2026-04-26 12:00:15.496415,sensor_0618,temperature,76.42,Factory-D,Line-4,WARN
2026-04-26 12:00:16.496415,sensor_0299,temperature,25.23,Factory-B,Line-1,OK
2026-04-26 12:00:17.496415,sensor_0424,humidity,85.41,Factory-D,Line-2,ERROR
2026-04-26 12:00:18.496415,sensor_0029,temperature,41.1,Factory-B,Line-4,OK
2026-04-26 12:00:19.496415,sensor_0441,temperature,84.03,Factory-A,Line-2,WARN
2026-04-26 12:00:20.496415,sensor_0325,pressure,150.85,Factory-A,Line-4,ERROR
2026-04-26 12:00:21.496415,sensor_0447,humidity,68.47,Factory-C,Line-2,OK
2026-04-26 12:00:22.496415,sensor_0040,humidity,66.22,Factory-D,Line-1,OK
2026-04-26 12:00:23.496415,sensor_0687,temperature,35.16,Factory-C,Line-1,OK
2026-04-26 12:00:24.496415,sensor_0708,vibration,65.51,Factory-B,Line-4,ERROR
2026-04-26 12:00:25.496415,sensor_0828,vibration,74.31,Factory-D,Line-2,ERROR
2026-04-26 12:00:26.496415,sensor_0054,humidity,31.91,Factory-C,Line-4,OK
2026-04-26 12:00:27.496415,sensor_0702,humidity,60.96,Factory-D,Line-1,OK
2026-04-26 12:00:28.496415,sensor_0843,vibration,79.39,Factory-B,Line-1,ERROR
2026-04-26 12:00:29.496415,sensor_0307,humidity,76.79,Factory-D,Line-4,WARN
2026-04-26 12:00:30.496415,sensor_0054,vibration,55.78,Factory-D,Line-4,OK
2026-04-26 12:00:31.496415,sensor_0554,humidity,44.31,Factory-D,Line-3,OK
2026-04-26 12:00:32.496415,sensor_0049,pressure,176.5,Factory-D,Line-2,ERROR
2026-04-26 12:00:33.496415,sensor_0333,humidity,60.36,Factory-A,Line-4,OK
2026-04-26 12:00:34.496415,sensor_0015,humidity,39.21,Factory-C,Line-2,OK
2026-04-26 12:00:35.496415,sensor_0112,humidity,64.45,Factory-A,Line-2,OK
2026-04-26 12:00:36.496415,sensor_0946,humidity,82.23,Factory-C,Line-3,ERROR
2026-04-26 12:00:37.496415,sensor_0531,pressure,103.9,Factory-C,Line-3,WARN
2026-04-26 12:00:38.496415,sensor_0474,temperature,61.82,Factory-D,Line-2,OK
2026-04-26 12:00:39.496415,sensor_0931,vibration,65.67,Factory-A,Line-2,ERROR
2026-04-26 12:00:40.496415,sensor_0890,vibration,73.23,Factory-B,Line-4,ERROR
2026-04-26 12:00:41.496415,sensor_0055,pressure,137.14,Factory-B,Line-1,WARN
2026-04-26 12:00:42.496415,sensor_0186,vibration,58.63,Factory-B,Line-1,OK
2026-04-26 12:00:43.496415,sensor_0602,pressure,127.93,Factory-B,Line-4,WARN
2026-04-26 12:00:44.496415,sensor_0321,humidity,57.15,Factory-A,Line-2,OK
2026-04-26 12:00:45.496415,sensor_0973,humidity,25.88,Factory-B,Line-3,OK
2026-04-26 12:00:46.496415,sensor_0573,vibration,48.56,Factory-B,Line-2,OK
2026-04-26 12:00:47.496415,sensor_0868,vibration,64.61,Factory-A,Line-1,ERROR
2026-04-26 12:00:48.496415,sensor_0154,pressure,128.14,Factory-C,Line-4,WARN
2026-04-26 12:00:49.496415,sensor_0393,pressure,94.56,Factory-D,Line-2,WARN
2026-04-26 12:00:50.496415,sensor_0974,vibration,17.84,Factory-C,Line-3,OK
2026-04-26 12:00:51.496415,sensor_0762,pressure,141.47,Factory-C,Line-2,WARN
2026-04-26 12:00:52.496415,sensor_0334,temperature,79.0,Factory-C,Line-4,WARN
2026-04-26 12:00:53.496415,sensor_0236,temperature,124.92,Factory-C,Line-3,ERROR
2026-04-26 12:00:54.496415,sensor_0116,humidity,31.13,Factory-D,Line-4,OK
2026-04-26 12:00:55.496415,sensor_0530,vibration,34.46,Factory-D,Line-3,OK
2026-04-26 12:00:56.496415,sensor_0721,pressure,89.97,Factory-A,Line-2,WARN
2026-04-26 12:00:57.496415,sensor_0076,temperature,124.11,Factory-D,Line-1,ERROR
2026-04-26 12:00:58.496415,sensor_0385,pressure,110.74,Factory-A,Line-2,WARN
2026-04-26 12:00:59.496415,sensor_0585,humidity,62.61,Factory-D,Line-3,OK
2026-04-26 12:01:00.496415,sensor_0691,temperature,62.54,Factory-A,Line-4,OK
2026-04-26 12:01:01.496415,sensor_0847,pressure,164.11,Factory-D,Line-4,ERROR
2026-04-26 12:01:02.496415,sensor_0652,temperature,123.34,Factory-C,Line-2,ERROR
2026-04-26 12:01:03.496415,sensor_0007,pressure,93.84,Factory-A,Line-4,WARN
2026-04-26 12:01:04.496415,sensor_0149,humidity,74.23,Factory-A,Line-3,WARN
2026-04-26 12:01:05.496415,sensor_0294,temperature,80.82,Factory-C,Line-2,WARN
2026-04-26 12:01:06.496415,sensor_0008,vibration,59.71,Factory-C,Line-4,OK
2026-04-26 12:01:07.496415,sensor_0771,pressure,56.43,Factory-C,Line-4,OK
2026-04-26 12:01:08.496415,sensor_0884,vibration,60.16,Factory-C,Line-3,ERROR
2026-04-26 12:01:09.496415,sensor_0230,humidity,48.89,Factory-D,Line-3,OK
2026-04-26 12:01:10.496415,sensor_0137,humidity,54.9,Factory-B,Line-2,OK
2026-04-26 12:01:11.496415,sensor_0813,pressure,129.94,Factory-C,Line-2,WARN
2026-04-26 12:01:12.496415,sensor_0557,pressure,163.17,Factory-B,Line-4,ERROR
2026-04-26 12:01:13.496415,sensor_0613,temperature,29.26,Factory-A,Line-2,OK
2026-04-26 12:01:14.496415,sensor_0397,vibration,6.87,Factory-B,Line-1,OK
2026-04-26 12:01:15.496415,sensor_0127,temperature,129.04,Factory-A,Line-4,ERROR
2026-04-26 12:01:16.496415,sensor_0188,vibration,70.58,Factory-D,Line-4,ERROR
2026-04-26 12:01:17.496415,sensor_0827,humidity,67.76,Factory-A,Line-2,OK
2026-04-26 12:01:18.496415,sensor_0236,temperature,45.42,Factory-D,Line-2,OK
2026-04-26 12:01:19.496415,sensor_0747,humidity,76.33,Factory-D,Line-4,WARN
2026-04-26 12:01:20.496415,sensor_0063,temperature,97.45,Factory-B,Line-3,WARN
2026-04-26 12:01:21.496415,sensor_0470,humidity,71.8,Factory-B,Line-1,WARN
2026-04-26 12:01:22.496415,sensor_0804,temperature,126.76,Factory-B,Line-4,ERROR
2026-04-26 12:01:23.496415,sensor_0389,humidity,63.99,Factory-D,Line-4,OK
2026-04-26 12:01:24.496415,sensor_0069,temperature,27.71,Factory-C,Line-3,OK
2026-04-26 12:01:25.496415,sensor_0680,humidity,82.7,Factory-B,Line-4,ERROR
2026-04-26 12:01:26.496415,sensor_0904,humidity,31.0,Factory-D,Line-2,OK
2026-04-26 12:01:27.496415,sensor_0305,temperature,53.96,Factory-B,Line-4,OK
2026-04-26 12:01:28.496415,sensor_0944,vibration,56.7,Factory-A,Line-4,OK
2026-04-26 12:01:29.496415,sensor_0228,humidity,89.07,Factory-A,Line-1,ERROR
2026-04-26 12:01:30.496415,sensor_0270,vibration,66.73,Factory-A,Line-4,ERROR
2026-04-26 12:01:31.496415,sensor_0306,humidity,60.21,Factory-A,Line-3,OK
2026-04-26 12:01:32.496415,sensor_0224,humidity,66.84,Factory-D,Line-4,OK
2026-04-26 12:01:33.496415,sensor_0792,humidity,36.65,Factory-C,Line-3,OK
2026-04-26 12:01:34.496415,sensor_0223,temperature,60.32,Factory-A,Line-3,OK
2026-04-26 12:01:35.496415,sensor_0060,temperature,75.65,Factory-B,Line-4,WARN
2026-04-26 12:01:36.496415,sensor_0589,temperature,89.55,Factory-C,Line-2,WARN
2026-04-26 12:01:37.496415,sensor_0737,temperature,49.24,Factory-C,Line-2,OK
2026-04-26 12:01:38.496415,sensor_0113,temperature,89.9,Factory-A,Line-1,WARN
2026-04-26 12:01:39.496415,sensor_0080,temperature,81.01,Factory-B,Line-1,WARN
2026-04-26 12:01:40.496415,sensor_0481,temperature,128.47,Factory-D,Line-4,ERROR
2026-04-26 12:01:41.496415,sensor_0930,humidity,30.08,Factory-B,Line-2,OK
2026-04-26 12:01:42.496415,sensor_0335,pressure,164.71,Factory-A,Line-2,ERROR
2026-04-26 12:01:43.496415,sensor_0536,humidity,39.62,Factory-D,Line-1,OK
2026-04-26 12:01:44.496415,sensor_0656,temperature,103.1,Factory-D,Line-2,ERROR
2026-04-26 12:01:45.496415,sensor_0382,temperature,71.33,Factory-B,Line-1,WARN
2026-04-26 12:01:46.496415,sensor_0016,temperature,66.47,Factory-B,Line-4,OK
2026-04-26 12:01:47.496415,sensor_0563,temperature,94.54,Factory-A,Line-2,WARN
2026-04-26 12:01:48.496415,sensor_0617,pressure,77.86,Factory-D,Line-4,WARN
2026-04-26 12:01:49.496415,sensor_0010,pressure,141.09,Factory-D,Line-1,WARN
2026-04-26 12:01:50.496415,sensor_0772,temperature,38.64,Factory-A,Line-1,OK
2026-04-26 12:01:51.496415,sensor_0691,humidity,57.53,Factory-A,Line-1,OK
2026-04-26 12:01:52.496415,sensor_0101,vibration,17.28,Factory-B,Line-1,OK
2026-04-26 12:01:53.496415,sensor_0031,vibration,18.52,Factory-A,Line-1,OK
2026-04-26 12:01:54.496415,sensor_0679,pressure,54.95,Factory-D,Line-2,OK
2026-04-26 12:01:55.496415,sensor_0361,pressure,66.34,Factory-A,Line-1,OK
2026-04-26 12:01:56.496415,sensor_0813,pressure,55.62,Factory-B,Line-2,OK
2026-04-26 12:01:57.496415,sensor_0272,humidity,36.91,Factory-C,Line-4,OK
2026-04-26 12:01:58.496415,sensor_0420,humidity,89.91,Factory-B,Line-3,ERROR
2026-04-26 12:01:59.496415,sensor_0334,vibration,6.25,Factory-D,Line-3,OK
2026-04-26 12:02:00.496415,sensor_0084,humidity,39.0,Factory-B,Line-1,OK
2026-04-26 12:02:01.496415,sensor_0974,vibration,61.07,Factory-A,Line-2,ERROR
2026-04-26 12:02:02.496415,sensor_0883,vibration,66.34,Factory-D,Line-3,ERROR
2026-04-26 12:02:03.496415,sensor_0081,temperature,38.46,Factory-D,Line-4,OK
2026-04-26 12:02:04.496415,sensor_0431,vibration,42.32,Factory-D,Line-3,OK
2026-04-26 12:02:05.496415,sensor_0691,pressure,50.23,Factory-C,Line-4,OK
2026-04-26 12:02:06.496415,sensor_0465,vibration,42.84,Factory-A,Line-3,OK
2026-04-26 12:02:07.496415,sensor_0859,temperature,84.81,Factory-D,Line-1,WARN
2026-04-26 12:02:08.496415,sensor_0987,pressure,74.55,Factory-C,Line-4,WARN
2026-04-26 12:02:09.496415,sensor_0889,vibration,35.4,Factory-B,Line-2,OK
2026-04-26 12:02:10.496415,sensor_0693,temperature,97.93,Factory-C,Line-2,WARN
2026-04-26 12:02:11.496415,sensor_0919,temperature,86.76,Factory-B,Line-2,WARN
2026-04-26 12:02:12.496415,sensor_0804,pressure,84.72,Factory-A,Line-1,WARN
2026-04-26 12:02:13.496415,sensor_0513,vibration,79.98,Factory-C,Line-1,ERROR
2026-04-26 12:02:14.496415,sensor_0222,humidity,76.4,Factory-D,Line-2,WARN
2026-04-26 12:02:15.496415,sensor_0732,vibration,2.76,Factory-A,Line-3,OK
2026-04-26 12:02:16.496415,sensor_0122,humidity,41.15,Factory-A,Line-2,OK
2026-04-26 12:02:17.496415,sensor_0594,temperature,84.42,Factory-C,Line-2,WARN
2026-04-26 12:02:18.496415,sensor_0948,humidity,49.73,Factory-D,Line-1,OK
2026-04-26 12:02:19.496415,sensor_0236,vibration,77.26,Factory-C,Line-4,ERROR
2026-04-26 12:02:20.496415,sensor_0159,temperature,25.78,Factory-C,Line-4,OK
2026-04-26 12:02:21.496415,sensor_0410,pressure,176.58,Factory-B,Line-2,ERROR
2026-04-26 12:02:22.496415,sensor_0074,pressure,179.26,Factory-D,Line-2,ERROR
2026-04-26 12:02:23.496415,sensor_0951,temperature,103.21,Factory-A,Line-3,ERROR
2026-04-26 12:02:24.496415,sensor_0313,humidity,91.49,Factory-C,Line-1,ERROR
2026-04-26 12:02:25.496415,sensor_0392,vibration,44.77,Factory-B,Line-1,OK
2026-04-26 12:02:26.496415,sensor_0538,pressure,170.86,Factory-D,Line-3,ERROR
2026-04-26 12:02:27.496415,sensor_0011,vibration,4.27,Factory-A,Line-4,OK
2026-04-26 12:02:28.496415,sensor_0692,humidity,23.74,Factory-C,Line-2,OK
2026-04-26 12:02:29.496415,sensor_0485,pressure,143.82,Factory-A,Line-4,WARN
2026-04-26 12:02:30.496415,sensor_0475,vibration,36.72,Factory-C,Line-3,OK
2026-04-26 12:02:31.496415,sensor_0579,humidity,53.45,Factory-A,Line-1,OK
2026-04-26 12:02:32.496415,sensor_0683,pressure,59.12,Factory-B,Line-1,OK
2026-04-26 12:02:33.496415,sensor_0611,pressure,111.78,Factory-A,Line-1,WARN
2026-04-26 12:02:34.496415,sensor_0939,vibration,7.95,Factory-D,Line-4,OK
2026-04-26 12:02:35.496415,sensor_0697,humidity,66.0,Factory-A,Line-3,OK
2026-04-26 12:02:36.496415,sensor_0411,humidity,78.89,Factory-D,Line-1,WARN
2026-04-26 12:02:37.496415,sensor_0780,humidity,43.16,Factory-B,Line-3,OK
2026-04-26 12:02:38.496415,sensor_0024,vibration,59.14,Factory-C,Line-1,OK
2026-04-26 12:02:39.496415,sensor_0047,temperature,95.29,Factory-D,Line-2,WARN
2026-04-26 12:02:40.496415,sensor_0696,temperature,41.78,Factory-D,Line-2,OK
2026-04-26 12:02:41.496415,sensor_0691,humidity,34.45,Factory-D,Line-3,OK
2026-04-26 12:02:42.496415,sensor_0245,humidity,25.05,Factory-D,Line-4,OK
2026-04-26 12:02:43.496415,sensor_0032,vibration,66.36,Factory-A,Line-3,ERROR
2026-04-26 12:02:44.496415,sensor_0863,temperature,33.29,Factory-A,Line-2,OK
2026-04-26 12:02:45.496415,sensor_0647,vibration,55.73,Factory-A,Line-1,OK
2026-04-26 12:02:46.496415,sensor_0643,pressure,122.54,Factory-B,Line-3,WARN
2026-04-26 12:02:47.496415,sensor_0416,pressure,112.02,Factory-C,Line-1,WARN
2026-04-26 12:02:48.496415,sensor_0174,humidity,48.64,Factory-D,Line-1,OK
2026-04-26 12:02:49.496415,sensor_0117,temperature,41.55,Factory-B,Line-1,OK
2026-04-26 12:02:50.496415,sensor_0565,temperature,69.74,Factory-C,Line-3,OK
2026-04-26 12:02:51.496415,sensor_0255,humidity,29.81,Factory-B,Line-4,OK
2026-04-26 12:02:52.496415,sensor_0376,humidity,50.1,Factory-B,Line-1,OK
2026-04-26 12:02:53.496415,sensor_0665,vibration,10.41,Factory-C,Line-3,OK
2026-04-26 12:02:54.496415,sensor_0742,temperature,50.32,Factory-B,Line-2,OK
2026-04-26 12:02:55.496415,sensor_0714,pressure,55.63,Factory-B,Line-1,OK
2026-04-26 12:02:56.496415,sensor_0743,temperature,46.55,Factory-C,Line-1,OK
2026-04-26 12:02:57.496415,sensor_0827,pressure,165.54,Factory-B,Line-4,ERROR
2026-04-26 12:02:58.496415,sensor_0259,humidity,40.34,Factory-D,Line-3,OK
2026-04-26 12:02:59.496415,sensor_0514,temperature,22.41,Factory-C,Line-1,OK
2026-04-26 12:03:00.496415,sensor_0663,pressure,50.38,Factory-B,Line-1,OK
2026-04-26 12:03:01.496415,sensor_0835,pressure,112.1,Factory-A,Line-1,WARN
2026-04-26 12:03:02.496415,sensor_0055,pressure,100.29,Factory-B,Line-3,WARN
2026-04-26 12:03:03.496415,sensor_0017,pressure,68.6,Factory-B,Line-3,OK
2026-04-26 12:03:04.496415,sensor_0726,pressure,121.28,Factory-B,Line-4,WARN
2026-04-26 12:03:05.496415,sensor_0321,temperature,63.03,Factory-B,Line-2,OK
2026-04-26 12:03:06.496415,sensor_0174,pressure,72.5,Factory-B,Line-2,WARN
2026-04-26 12:03:07.496415,sensor_0916,vibration,61.67,Factory-D,Line-3,ERROR
2026-04-26 12:03:08.496415,sensor_0965,humidity,77.84,Factory-A,Line-3,WARN
2026-04-26 12:03:09.496415,sensor_0032,vibration,71.38,Factory-D,Line-4,ERROR
2026-04-26 12:03:10.496415,sensor_0396,pressure,158.66,Factory-D,Line-1,ERROR
2026-04-26 12:03:11.496415,sensor_0950,humidity,83.76,Factory-B,Line-1,ERROR
2026-04-26 12:03:12.496415,sensor_0074,vibration,65.58,Factory-C,Line-2,ERROR
2026-04-26 12:03:13.496415,sensor_0017,humidity,71.57,Factory-B,Line-4,WARN
2026-04-26 12:03:14.496415,sensor_0874,vibration,32.57,Factory-C,Line-1,OK
2026-04-26 12:03:15.496415,sensor_0404,pressure,177.66,Factory-A,Line-3,ERROR
2026-04-26 12:03:16.496415,sensor_0058,humidity,29.33,Factory-C,Line-4,OK
2026-04-26 12:03:17.496415,sensor_0428,pressure,90.53,Factory-A,Line-2,WARN
2026-04-26 12:03:18.496415,sensor_0623,vibration,72.78,Factory-B,Line-1,ERROR
2026-04-26 12:03:19.496415,sensor_0391,temperature,39.08,Factory-C,Line-1,OK
2026-04-26 12:03:20.496415,sensor_0128,pressure,98.86,Factory-A,Line-3,WARN
2026-04-26 12:03:21.496415,sensor_0198,pressure,112.75,Factory-A,Line-1,WARN
2026-04-26 12:03:22.496415,sensor_0663,temperature,40.16,Factory-A,Line-4,OK
2026-04-26 12:03:23.496415,sensor_0828,vibration,71.13,Factory-B,Line-1,ERROR
2026-04-26 12:03:24.496415,sensor_0248,temperature,113.78,Factory-D,Line-2,ERROR
2026-04-26 12:03:25.496415,sensor_0522,pressure,83.29,Factory-D,Line-3,WARN
2026-04-26 12:03:26.496415,sensor_0125,humidity,88.22,Factory-C,Line-4,ERROR
2026-04-26 12:03:27.496415,sensor_0157,temperature,77.11,Factory-B,Line-1,WARN
2026-04-26 12:03:28.496415,sensor_0675,pressure,172.9,Factory-D,Line-3,ERROR
2026-04-26 12:03:29.496415,sensor_0146,pressure,128.24,Factory-D,Line-4,WARN
2026-04-26 12:03:30.496415,sensor_0563,vibration,19.96,Factory-D,Line-4,OK
2026-04-26 12:03:31.496415,sensor_0040,vibration,32.12,Factory-D,Line-3,OK
2026-04-26 12:03:32.496415,sensor_0552,humidity,76.61,Factory-A,Line-2,WARN
2026-04-26 12:03:33.496415,sensor_0753,vibration,65.52,Factory-C,Line-3,ERROR
2026-04-26 12:03:34.496415,sensor_0571,temperature,52.49,Factory-B,Line-4,OK
2026-04-26 12:03:35.496415,sensor_0871,pressure,157.49,Factory-B,Line-3,ERROR
2026-04-26 12:03:36.496415,sensor_0967,humidity,32.46,Factory-A,Line-1,OK
2026-04-26 12:03:37.496415,sensor_0112,humidity,56.65,Factory-C,Line-3,OK
2026-04-26 12:03:38.496415,sensor_0713,vibration,73.04,Factory-A,Line-1,ERROR
2026-04-26 12:03:39.496415,sensor_0266,vibration,76.55,Factory-B,Line-1,ERROR
2026-04-26 12:03:40.496415,sensor_0180,humidity,57.52,Factory-B,Line-2,OK
2026-04-26 12:03:41.496415,sensor_0648,vibration,1.03,Factory-A,Line-2,OK
2026-04-26 12:03:42.496415,sensor_0284,pressure,81.02,Factory-C,Line-4,WARN
2026-04-26 12:03:43.496415,sensor_0480,vibration,6.97,Factory-A,Line-3,OK
2026-04-26 12:03:44.496415,sensor_0755,vibration,15.62,Factory-D,Line-4,OK
2026-04-26 12:03:45.496415,sensor_0534,vibration,36.24,Factory-C,Line-2,OK
2026-04-26 12:03:46.496415,sensor_0307,humidity,68.24,Factory-C,Line-2,OK
2026-04-26 12:03:47.496415,sensor_0657,vibration,64.7,Factory-C,Line-2,ERROR
2026-04-26 12:03:48.496415,sensor_0881,humidity,71.88,Factory-C,Line-2,WARN
2026-04-26 12:03:49.496415,sensor_0601,vibration,75.8,Factory-C,Line-2,ERROR
2026-04-26 12:03:50.496415,sensor_0922,humidity,30.79,Factory-D,Line-4,OK
2026-04-26 12:03:51.496415,sensor_0713,humidity,69.02,Factory-B,Line-1,OK
2026-04-26 12:03:52.496415,sensor_0618,vibration,42.88,Factory-A,Line-4,OK
2026-04-26 12:03:53.496415,sensor_0961,pressure,78.05,Factory-B,Line-4,WARN
2026-04-26 12:03:54.496415,sensor_0632,humidity,54.7,Factory-D,Line-1,OK
2026-04-26 12:03:55.496415,sensor_0503,humidity,66.47,Factory-C,Line-1,OK
2026-04-26 12:03:56.496415,sensor_0799,humidity,71.47,Factory-C,Line-2,WARN
2026-04-26 12:03:57.496415,sensor_0863,humidity,51.08,Factory-D,Line-1,OK
2026-04-26 12:03:58.496415,sensor_0003,temperature,34.37,Factory-D,Line-3,OK
2026-04-26 12:03:59.496415,sensor_0125,vibration,63.42,Factory-D,Line-3,ERROR
2026-04-26 12:04:00.496415,sensor_0341,humidity,22.78,Factory-C,Line-1,OK
2026-04-26 12:04:01.496415,sensor_0957,humidity,46.54,Factory-B,Line-4,OK
2026-04-26 12:04:02.496415,sensor_0127,vibration,44.76,Factory-A,Line-2,OK
2026-04-26 12:04:03.496415,sensor_0113,vibration,28.29,Factory-C,Line-4,OK
2026-04-26 12:04:04.496415,sensor_0654,vibration,66.53,Factory-D,Line-4,ERROR
2026-04-26 12:04:05.496415,sensor_0678,humidity,65.27,Factory-C,Line-1,OK
2026-04-26 12:04:06.496415,sensor_0569,pressure,151.69,Factory-D,Line-4,ERROR
2026-04-26 12:04:07.496415,sensor_0063,vibration,3.52,Factory-A,Line-4,OK
2026-04-26 12:04:08.496415,sensor_0629,humidity,72.09,Factory-A,Line-3,WARN
2026-04-26 12:04:09.496415,sensor_0103,vibration,32.66,Factory-B,Line-1,OK
2026-04-26 12:04:10.496415,sensor_0832,vibration,75.51,Factory-A,Line-4,ERROR
2026-04-26 12:04:11.496415,sensor_0377,temperature,115.27,Factory-C,Line-1,ERROR
2026-04-26 12:04:12.496415,sensor_0899,temperature,90.94,Factory-B,Line-4,WARN
2026-04-26 12:04:13.496415,sensor_0508,pressure,119.86,Factory-B,Line-4,WARN
2026-04-26 12:04:14.496415,sensor_0045,vibration,55.32,Factory-C,Line-4,OK
2026-04-26 12:04:15.496415,sensor_0473,pressure,78.53,Factory-D,Line-1,WARN
2026-04-26 12:04:16.496415,sensor_0105,vibration,5.48,Factory-D,Line-2,OK
2026-04-26 12:04:17.496415,sensor_0718,vibration,11.29,Factory-C,Line-3,OK
2026-04-26 12:04:18.496415,sensor_0563,temperature,76.79,Factory-A,Line-2,WARN
2026-04-26 12:04:19.496415,sensor_0149,temperature,71.33,Factory-A,Line-4,WARN
2026-04-26 12:04:20.496415,sensor_0652,vibration,5.09,Factory-A,Line-3,OK
2026-04-26 12:04:21.496415,sensor_0786,temperature,75.98,Factory-A,Line-2,WARN
2026-04-26 12:04:22.496415,sensor_0275,pressure,92.4,Factory-B,Line-1,WARN
2026-04-26 12:04:23.496415,sensor_0427,pressure,57.83,Factory-B,Line-1,OK
2026-04-26 12:04:24.496415,sensor_0668,temperature,68.53,Factory-A,Line-3,OK
2026-04-26 12:04:25.496415,sensor_0373,vibration,41.78,Factory-A,Line-2,OK
2026-04-26 12:04:26.496415,sensor_0471,pressure,86.02,Factory-A,Line-3,WARN
2026-04-26 12:04:27.496415,sensor_0126,pressure,130.97,Factory-A,Line-4,WARN
